Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM,Month,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-12-10,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,11,,12.0,0.0,Winter,Winter,9.0,144.0,Low,Low,217.0,11.0
2021-12-11,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,17,,12.0,1.0,Winter,Winter,6.0,371.0,High,High,342.0,60.0
2021-12-12,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,12.0,1.0,Winter,Winter,16.0,351.0,Medium,High,316.0,46.0
2021-12-13,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,12.0,0.0,Winter,Winter,17.0,274.0,Low,Medium,266.0,24.0
2021-12-14,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,12.0,0.0,Winter,Winter,7.0,268.0,Medium,Medium,270.0,26.0
2021-12-15,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,12.0,0.0,Winter,Winter,16.0,189.0,Medium,Low,239.0,18.0
2021-12-16,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,12.0,0.0,Winter,Winter,16.0,324.0,Medium,High,357.0,53.0
2021-12-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,12.0,0.0,Winter,Winter,5.0,259.0,High,Medium,254.0,33.0
2021-12-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,18,,12.0,1.0,Winter,Winter,17.0,447.0,Low,High,316.0,32.0
2021-12-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,12.0,1.0,Winter,Winter,10.0,305.0,Medium,High,384.0,52.0
2021-12-20,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,12.0,0.0,Winter,Winter,13.0,293.0,Medium,Medium,273.0,25.0
2021-12-21,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,17,,12.0,0.0,Winter,Winter,6.0,323.0,High,High,311.0,82.0
2021-12-22,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,12.0,0.0,Winter,Winter,16.0,314.0,Low,High,318.0,34.0
2021-12-23,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,12.0,0.0,Winter,Winter,15.0,133.0,Medium,Low,239.0,22.0
2021-12-24,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,16,,12.0,0.0,Winter,Winter,7.0,144.0,Medium,Low,238.0,23.0
2021-12-25,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,13,,12.0,1.0,Winter,Winter,9.0,435.0,Low,High,355.0,32.0
2021-12-26,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,14,,12.0,1.0,Winter,Winter,7.0,413.0,Medium,High,341.0,52.0
2021-12-27,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,14,,12.0,0.0,Winter,Winter,7.0,124.0,Medium,Low,220.0,18.0
2021-12-28,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,12.0,0.0,Winter,Winter,13.0,123.0,High,Low,210.0,29.0
2021-12-29,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,12.0,0.0,Winter,Winter,16.0,289.0,Low,Medium,254.0,22.0
2021-12-30,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,10,,12.0,0.0,Winter,Winter,9.0,335.0,Low,High,344.0,37.0
2021-12-31,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,22,,12.0,0.0,Winter,Winter,13.0,105.0,Medium,Low,222.0,24.0
2022-01-01,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,14,,1.0,1.0,Winter,Winter,10.0,472.0,Low,High,358.0,31.0
2022-01-02,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,17,,1.0,1.0,Winter,Winter,10.0,337.0,Medium,High,339.0,51.0
2022-01-03,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,1.0,0.0,Winter,Winter,6.0,150.0,Medium,Low,206.0,23.0
2022-01-04,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,1.0,0.0,Winter,Winter,5.0,188.0,Medium,Low,229.0,24.0
2022-01-05,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,1.0,0.0,Winter,Winter,8.0,223.0,Medium,Medium,286.0,26.0
2022-01-06,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,1.0,0.0,Winter,Winter,5.0,280.0,Medium,Medium,286.0,29.0
2022-01-07,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,12,,1.0,0.0,Winter,Winter,5.0,212.0,Medium,Medium,275.0,31.0
2022-01-08,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,1.0,1.0,Winter,Winter,12.0,352.0,High,High,319.0,87.0
2022-01-09,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,19,,1.0,1.0,Winter,Winter,15.0,350.0,Low,High,398.0,37.0
2022-01-10,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,18,,1.0,0.0,Winter,Winter,12.0,133.0,Medium,Low,202.0,16.0
2022-01-11,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,1.0,0.0,Winter,Winter,13.0,115.0,Medium,Low,225.0,20.0
2022-01-12,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,1.0,0.0,Winter,Winter,12.0,347.0,High,High,328.0,61.0
2022-01-13,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,0.0,Winter,Winter,12.0,277.0,Medium,Medium,281.0,34.0
2022-01-14,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,1.0,0.0,Winter,Winter,17.0,265.0,Low,Medium,288.0,23.0
2022-01-15,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,17,,1.0,1.0,Winter,Winter,9.0,475.0,Medium,High,337.0,53.0
2022-01-16,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,17,,1.0,1.0,Winter,Winter,5.0,415.0,High,High,357.0,62.0
2022-01-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,0.0,Winter,Winter,15.0,284.0,Low,Medium,270.0,21.0
2022-01-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,1.0,0.0,Winter,Winter,11.0,286.0,Medium,Medium,264.0,29.0
2022-01-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,1.0,0.0,Winter,Winter,10.0,203.0,Medium,Medium,270.0,29.0
2022-01-20,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,0.0,Winter,Winter,10.0,146.0,Low,Low,242.0,14.0
2022-01-21,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,1.0,0.0,Winter,Winter,13.0,188.0,Medium,Low,221.0,19.0
2022-01-22,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,1.0,Winter,Winter,7.0,346.0,Low,High,331.0,34.0
2022-01-23,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,1.0,Winter,Winter,10.0,488.0,Low,High,390.0,32.0
2022-01-24,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,1.0,0.0,Winter,Winter,17.0,200.0,Medium,Low,242.0,20.0
2022-01-25,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,1.0,0.0,Winter,Winter,7.0,294.0,Medium,Medium,293.0,31.0
2022-01-26,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,17,,1.0,0.0,Winter,Winter,6.0,202.0,High,Medium,285.0,36.0
2022-01-27,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,1.0,0.0,Winter,Winter,17.0,108.0,Medium,Low,207.0,17.0
2022-01-28,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,0.0,Winter,Winter,5.0,196.0,Medium,Low,203.0,18.0
2022-01-29,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,22,,1.0,1.0,Winter,Winter,11.0,359.0,High,High,386.0,69.0
2022-01-30,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,1.0,Winter,Winter,11.0,304.0,Medium,High,361.0,47.0
2022-01-31,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,17,,1.0,0.0,Winter,Winter,8.0,121.0,Medium,Low,209.0,21.0
2022-02-01,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,0.0,Winter,Winter,7.0,290.0,Medium,Medium,252.0,25.0
2022-02-02,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,2.0,0.0,Winter,Winter,13.0,120.0,Medium,Low,207.0,22.0
2022-02-03,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,0.0,Winter,Winter,8.0,316.0,Low,High,336.0,36.0
2022-02-04,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,2.0,0.0,Winter,Winter,12.0,128.0,Medium,Low,221.0,17.0
2022-02-05,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,1.0,Winter,Winter,6.0,412.0,Medium,High,337.0,54.0
2022-02-06,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,15,,2.0,1.0,Winter,Winter,9.0,441.0,Medium,High,370.0,46.0
2022-02-07,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,13,,2.0,0.0,Winter,Winter,9.0,254.0,Low,Medium,258.0,20.0
2022-02-08,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,2.0,0.0,Winter,Winter,16.0,172.0,Medium,Low,210.0,23.0
2022-02-09,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,2.0,0.0,Winter,Winter,11.0,343.0,High,High,366.0,73.0
2022-02-10,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,16,,2.0,0.0,Winter,Winter,6.0,242.0,High,Medium,269.0,35.0
2022-02-11,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,18,,2.0,0.0,Winter,Winter,13.0,110.0,Medium,Low,214.0,20.0
2022-02-12,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,2.0,1.0,Winter,Winter,10.0,464.0,Medium,High,359.0,44.0
2022-02-13,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,13,,2.0,1.0,Winter,Winter,6.0,384.0,Medium,High,365.0,50.0
2022-02-14,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,2.0,0.0,Winter,Winter,15.0,214.0,Medium,Medium,299.0,33.0
2022-02-15,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,15,,2.0,0.0,Winter,Winter,5.0,105.0,High,Low,230.0,22.0
2022-02-16,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,2.0,0.0,Winter,Winter,17.0,333.0,Low,High,329.0,30.0
2022-02-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,11,,2.0,0.0,Winter,Winter,10.0,331.0,Low,High,332.0,38.0
2022-02-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,15,,2.0,0.0,Winter,Winter,7.0,346.0,Medium,High,363.0,47.0
2022-02-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,1.0,Winter,Winter,9.0,412.0,Low,High,309.0,34.0
2022-02-20,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,10,,2.0,1.0,Winter,Winter,6.0,306.0,Low,High,330.0,34.0
2022-02-21,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,2.0,0.0,Winter,Winter,16.0,164.0,Medium,Low,243.0,24.0
2022-02-22,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,14,,2.0,0.0,Winter,Winter,10.0,234.0,Low,Medium,282.0,20.0
2022-02-23,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,2.0,0.0,Winter,Winter,13.0,308.0,Medium,High,321.0,46.0
2022-02-24,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,10,,2.0,0.0,Winter,Winter,6.0,132.0,Low,Low,217.0,15.0
2022-02-25,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,2.0,0.0,Winter,Winter,12.0,181.0,Medium,Low,217.0,16.0
2022-02-26,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,1.0,Winter,Winter,10.0,378.0,Low,High,301.0,38.0
2022-02-27,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,1.0,Winter,Winter,9.0,305.0,Low,High,379.0,30.0
2022-02-28,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,2.0,0.0,Winter,Winter,16.0,286.0,Medium,Medium,292.0,29.0
2022-03-01,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,3.0,0.0,Summer,Winter,31.0,246.0,Medium,Medium,297.0,25.0
2022-03-02,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,3.0,0.0,Summer,Winter,32.0,297.0,Medium,Medium,266.0,33.0
2022-03-03,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,0.0,Summer,Winter,34.0,336.0,High,High,377.0,69.0
2022-03-04,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,3.0,0.0,Summer,Winter,33.0,285.0,Medium,Medium,267.0,28.0
2022-03-05,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,3.0,1.0,Summer,Winter,33.0,318.0,High,High,371.0,60.0
2022-03-06,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,3.0,1.0,Summer,Winter,36.0,457.0,High,High,382.0,72.0
2022-03-07,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,3.0,0.0,Summer,Winter,32.0,296.0,Medium,Medium,269.0,29.0
2022-03-08,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,0.0,Summer,Winter,25.0,208.0,Low,Medium,255.0,25.0
2022-03-09,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,3.0,0.0,Summer,Winter,27.0,306.0,Medium,High,313.0,40.0
2022-03-10,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,3.0,0.0,Summer,Winter,31.0,317.0,Medium,High,389.0,41.0
2022-03-11,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,3.0,0.0,Summer,Winter,27.0,335.0,Low,High,343.0,31.0
2022-03-12,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,3.0,1.0,Summer,Winter,37.0,330.0,High,High,301.0,74.0
2022-03-13,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,3.0,1.0,Summer,Winter,35.0,434.0,High,High,326.0,58.0
2022-03-14,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,3.0,0.0,Summer,Winter,27.0,291.0,Medium,Medium,296.0,33.0
2022-03-15,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,0.0,Summer,Winter,31.0,142.0,Medium,Low,216.0,18.0
2022-03-16,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,3.0,0.0,Summer,Winter,28.0,331.0,Medium,High,381.0,47.0
2022-03-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,0.0,Summer,Winter,37.0,234.0,High,Medium,265.0,32.0
2022-03-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,3.0,0.0,Summer,Winter,39.0,114.0,High,Low,237.0,28.0
2022-03-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,3.0,1.0,Summer,Winter,26.0,382.0,Medium,High,363.0,49.0
2022-03-20,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,1.0,Summer,Winter,28.0,340.0,Medium,High,345.0,43.0
2022-03-21,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,3.0,0.0,Summer,Winter,30.0,197.0,High,Low,239.0,21.0
2022-03-22,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,0.0,Summer,Winter,25.0,143.0,Low,Low,237.0,12.0
2022-03-23,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,0.0,Summer,Winter,35.0,157.0,High,Low,235.0,23.0
2022-03-24,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,0.0,Summer,Winter,29.0,348.0,Medium,High,345.0,54.0
2022-03-25,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,3.0,0.0,Summer,Winter,29.0,307.0,Medium,High,300.0,42.0
2022-03-26,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,3.0,1.0,Summer,Winter,26.0,492.0,Medium,High,317.0,42.0
2022-03-27,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,3.0,1.0,Summer,Winter,36.0,355.0,High,High,388.0,89.0
2022-03-28,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,26,,3.0,0.0,Summer,Winter,39.0,290.0,High,Medium,298.0,38.0
2022-03-29,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,0.0,Summer,Winter,34.0,220.0,High,Medium,270.0,35.0
2022-03-30,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,3.0,0.0,Summer,Winter,36.0,171.0,High,Low,237.0,22.0
2022-03-31,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,0.0,Summer,Winter,34.0,154.0,High,Low,233.0,27.0
2022-04-01,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,4.0,0.0,Summer,Winter,27.0,329.0,Low,High,351.0,38.0
2022-04-02,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,4.0,1.0,Summer,Winter,35.0,416.0,High,High,331.0,83.0
2022-04-03,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,4.0,1.0,Summer,Winter,32.0,450.0,Medium,High,358.0,42.0
2022-04-04,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,4.0,0.0,Summer,Winter,32.0,153.0,Medium,Low,231.0,17.0
2022-04-05,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,0.0,Summer,Winter,36.0,231.0,High,Medium,287.0,36.0
2022-04-06,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,4.0,0.0,Summer,Winter,32.0,136.0,Medium,Low,229.0,23.0
2022-04-07,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,4.0,0.0,Summer,Winter,25.0,279.0,Low,Medium,295.0,23.0
2022-04-08,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,4.0,0.0,Summer,Winter,25.0,103.0,Low,Low,230.0,18.0
2022-04-09,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,26,,4.0,1.0,Summer,Winter,39.0,392.0,High,High,351.0,58.0
2022-04-10,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,1.0,Summer,Winter,39.0,393.0,High,High,350.0,62.0
2022-04-11,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,4.0,0.0,Summer,Winter,33.0,323.0,Medium,High,325.0,42.0
2022-04-12,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,4.0,0.0,Summer,Winter,35.0,283.0,High,Medium,253.0,38.0
2022-04-13,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,4.0,0.0,Summer,Winter,33.0,194.0,Medium,Low,246.0,19.0
2022-04-14,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,4.0,0.0,Summer,Winter,27.0,228.0,Medium,Medium,285.0,29.0
2022-04-15,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,4.0,0.0,Summer,Winter,35.0,235.0,High,Medium,283.0,36.0
2022-04-16,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,4.0,1.0,Summer,Winter,29.0,304.0,Medium,High,343.0,48.0
2022-04-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,4.0,1.0,Summer,Winter,32.0,453.0,Medium,High,385.0,40.0
2022-04-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,4.0,0.0,Summer,Winter,28.0,259.0,Medium,Medium,292.0,33.0
2022-04-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,4.0,0.0,Summer,Winter,29.0,258.0,Medium,Medium,296.0,33.0
2022-04-20,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,4.0,0.0,Summer,Winter,39.0,332.0,High,High,320.0,62.0
2022-04-21,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,20,,4.0,0.0,Summer,Winter,29.0,164.0,Medium,Low,222.0,17.0
2022-04-22,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,4.0,0.0,Summer,Winter,28.0,132.0,Low,Low,200.0,13.0
2022-04-23,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,4.0,1.0,Summer,Winter,33.0,308.0,High,High,338.0,71.0
2022-04-24,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,4.0,1.0,Summer,Winter,33.0,481.0,Medium,High,330.0,52.0
2022-04-25,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,0.0,Summer,Winter,30.0,263.0,Medium,Medium,297.0,30.0
2022-04-26,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,0.0,Summer,Winter,25.0,112.0,Low,Low,228.0,18.0
2022-04-27,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,0.0,Summer,Winter,27.0,190.0,Low,Low,235.0,16.0
2022-04-28,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,4.0,0.0,Summer,Winter,28.0,337.0,Medium,High,376.0,43.0
2022-04-29,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,4.0,0.0,Summer,Winter,27.0,317.0,Low,High,385.0,31.0
2022-04-30,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,4.0,1.0,Summer,Winter,36.0,368.0,High,High,366.0,61.0
2022-05-01,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,22,,5.0,1.0,Summer,Winter,34.0,455.0,High,High,300.0,65.0
2022-05-02,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,21,,5.0,0.0,Summer,Winter,30.0,327.0,Medium,High,354.0,49.0
2022-05-03,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,5.0,0.0,Summer,Winter,38.0,269.0,High,Medium,274.0,37.0
2022-05-04,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,5.0,0.0,Summer,Winter,36.0,287.0,High,Medium,280.0,35.0
2022-05-05,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,5.0,0.0,Summer,Winter,38.0,190.0,High,Low,219.0,22.0
2022-05-06,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,5.0,0.0,Summer,Winter,33.0,174.0,High,Low,244.0,26.0
2022-05-07,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,5.0,1.0,Summer,Winter,38.0,454.0,High,High,333.0,68.0
2022-05-08,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,1.0,Summer,Winter,34.0,423.0,High,High,348.0,77.0
2022-05-09,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,5.0,0.0,Summer,Winter,32.0,248.0,Medium,Medium,282.0,28.0
2022-05-10,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,5.0,0.0,Summer,Winter,34.0,250.0,Medium,Medium,295.0,33.0
2022-05-11,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,5.0,0.0,Summer,Winter,34.0,348.0,Medium,High,345.0,51.0
2022-05-12,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,0.0,Summer,Winter,33.0,343.0,High,High,361.0,74.0
2022-05-13,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,5.0,0.0,Summer,Winter,35.0,154.0,High,Low,204.0,28.0
2022-05-14,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,5.0,1.0,Summer,Winter,38.0,345.0,High,High,319.0,82.0
2022-05-15,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,1.0,Summer,Winter,37.0,360.0,High,High,393.0,82.0
2022-05-16,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,22,,5.0,0.0,Summer,Winter,26.0,301.0,Low,High,382.0,36.0
2022-05-17,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,0.0,Summer,Winter,26.0,141.0,Low,Low,243.0,15.0
2022-05-18,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,0.0,Summer,Winter,38.0,293.0,High,Medium,270.0,39.0
2022-05-19,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,26,,5.0,0.0,Summer,Winter,37.0,172.0,High,Low,223.0,24.0
2022-05-20,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,5.0,0.0,Summer,Winter,28.0,206.0,Low,Medium,292.0,22.0
2022-05-21,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,5.0,1.0,Summer,Winter,33.0,449.0,Medium,High,383.0,42.0
2022-05-22,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,25,,5.0,1.0,Summer,Winter,37.0,421.0,High,High,360.0,66.0
2022-05-23,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,23,,5.0,0.0,Summer,Winter,25.0,203.0,Low,Medium,268.0,20.0
2022-05-24,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,5.0,0.0,Summer,Winter,36.0,155.0,High,Low,211.0,28.0
2022-05-25,Lucknow,Palassio,ON,Auto,ON,Normal,Off,Off,,,24,,5.0,0.0,Summer,Winter,39.0,336.0,High,High,397.0,75.0
2022-05-26,Lucknow,Palassio,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,5.0,0.0,Summer,Winter,27.0,234.0,Low,Medium,277.0,23.0
